name,user,stars,review
Tidewater Provincial Park,Voytec Michael Zmudzki,4,"Met some friendly drug dealers while I was camping there, they had a shotgun. Cool!"
Tidewater Provincial Park,Alex Blum,5,
Tidewater Provincial Park,Carson Plantinga,5,
Tidewater Provincial Park,David Bailey,4,
